comment,label
"[ Kerana Wang Keluarga Binasa ]

Satu kajian di US mendapati bahawa kadar penceraian seiring dengan naik turun ekonomi negara.

Ketika negara dilanda krisis ekonomi, tahap perceraian meningkat.",m
"Aku tgk interview Maku tadi, dia cerita pasal crisis yang melanda Argentina tahun 2001. Aku pun macam, hah what?? Sebab that year aku ingat cause of tragedi 11 Sept, Osama Laden yada yada je.

Technically is about depression year for Argentina. Krisis ekonomi yg teruk ye.",c
2027 ni krisis ekonomi eh ?,m
"Hari ini beliau merupakan penghantar pizza di Florida dengan bayaran sejam RM26.60.

Ketika ditemurah oleh TV beliau nyatakan bahawa beliau tiada simpanan kerana hidup untuk dinikmati.

Beliau tidak percaya kepada krisis ekonomi.",m
cerita ni based on krisis ekonomi 1997,c
"In any economic crisis , apa yang kerajaan or central bank akan buat ? Stimulate demand . Rendahkan rate untuk orang berbelanja ( demand ) . Bagi helikopter money dekat orang ( demand ) . Buat megasale ( demand ) , naikkan consumer confidence ( demand )",c
"Mereka lupa ejen pembina tamadun adalah bahasa dan sistem tulisan. Mereka bilang bahasa tiada nilai ekonomi, tulisan hanya simbolik. Apalah guna kemajuan tanpa identiti. Krisis dalam pemikiran kritis",m
"Jika Berniaga itu susah atau berisiko tinggi, mengapa apabila mereka menghadapi situasi getir seperti di bawah baru nak berniaga?

1. Di buang kerja
2. Nak buat Extra Income
3. Krisis ekonomi
4. Bila dah Bersara
5. Ada masalah di tempat kerja

#theceolife #Infinity7 https://t.co/m8I2W5ND8f",c
Zaman skrg ni korek taik hidung then makan pun sedap sebab krisis ekonomi negara yang semakin meningkat.,c
"I know a CEO, masa ada krisis ekonomi and the parent company had to fire so many workers, he suggested why not lowerkan gaji all the bosses so that they dont have to fire so many people https://t.co/X8emtaOIUL",c
Kerajaan baru hari tu janji lebih banyak peluang perkerjaan tapi dah kenapa makin ramai yang kena buang kerja ni? Deja vu krisis ekonomi 1999?,c
"The state of medium waged employment have always been a rough patch in Malaysia ever since it's independence, but gain some footing during early 2000s after the economic crisis of 1998.",e
"1. Krisis Sg Kim Kim

2. Lawatan ke Batam, Indonesia ketika krisis Sg Kim Kim

3. Menerima 120 saman daripada penduduk Pasir Gunang

4. Kegagalan mengemukakan pelan tindakan ekonomi negeri",m
Tak ada rasa nk pegi bukti layang2 tu sebab ada krisis ekonomi kot. Hahahahaha,m
"Dalam keadaan krisis ekonomi dan political yang teruk, nak dapat satu job sebulan pun susah, rasa macam nak balik kampung tanam sayur https://t.co/uS8VznE0NT",m
"@DNazrin Kalau tak terjual, memang dia bagi impact economic recessions. If too much supply vs demand, credit crisis akan jadi. So inisiatif ni dia mcm gov tak tlg ni mati mak, kalau tolong kena kata ja haha",c
"Historically, high inflation was the bane of the Turkish economy. The country experienced series of triple-digit inflation throughout the 70s and 80s & a deep economic crisis in the 90s. Erdogan's economic reforms put the economy on a stable growth path, which made him popular.",e
krisis ekonomi telah bermula,m
"“Sekiranya krisis ekonomi terus melemahkan ekonomi koloni tani di Asia Tenggara, Asia Selatan dan sub-sahara: apakah realiti novel Ranjau Sepanjang Jalan (1966) akan berulang lagi?” https://t.co/iJSIqDJ4ET",m
"@mrhis55 Sewa rumah, barang dapur, barang anak, loan kereta, loan rumah, bil eletrik, bil telefon, bil wifi. Dengan bermodalkan gaji hanya berapa ja di sabah ni, basic 1.2k. Sekarang lagi krisis ekonomi, unpaid leave. Nangis tiap malam fikir, sampai satu tahap mau jual kereta 😔😔",c
"Good to see PM Muhyiddin today.  Grateful for his good wishes for @BorisJohnson.  We discussed economic and human impacts of the Covid crisis, and our strong bilateral relations.  We will need to work together to recover from the crisis @UKinMalaysia https://t.co/JhhxkNJhOK",e
@bumilangit Lol semua org tau kontroversi pintu belakang ni. Tapi eloklah dari dapat kat bekas banduan mcm bang non tu. Nak pulak tgh krisis ekonomi global mcm ni silap dia nak jual lagi negara ni kat imf mcm dulu 🤣,m
"Paloi mena gk gago hal politik. Diam jk rmh sia. Seluruh dunia ada economic crisis, not Malaysia, DUNIA. Pahal kau sik jadi PM jak dlok dh sik puas ati agak Agong nun",c
"Inilah peranan peladang, bukan sahaja meningkatkan ekonomi tetapi juga membantu rakyat  dan kerajaan dalam menangani krisis pandemik COVID19",m
"Ada yg kata tgk PN bg mcm2 kt kita. PH dulu tk. Eh ngok, cuba ko pg baca blk teks budget 2020. Apa yg PH akan bg. Plus ni tgh krisis mmg la kene bg mcm2 nk up ekonomi. Mana2 govt pun sama. Adoii",c
Kita akan menghadapi krisis ekonomi yang betul² mencabar....,m
"Teladani formula Nabi Yusof tangani krisis ekonomi. Usaha berterusan, utama simpanan masa hadapan..!

‘Ingat 5 Perkara Sebelum Datang 5 Perkara’

#StayAtHome
#KitaJagaKita
#BuatBaikSemuaSayang",c
@oskortos Yes. Ibu dan ayah saya seorang guru dan mereka prnh ceritakan dr mahathir prnh memberikan bantuan mengejut kepada rakyat utk mengalakkn rakyat utk berbelanja ketika krisis ekonomi pada waktu tu,c
"@manxrzk Ya ka, ingatkan boleh support sampai 16gb. Tak pa, ada rezeki nanti tu. Kita guna dulu mana yg ada. Skrg nak kena jimat, risau krisis ekonomi ni",c
"Are you ready for global economic recession 🙃🙃 dah grad, first job pun tak secure lg. Dah mai global crisis.  

Tgh kira2 saving. nasib la duduk rumah sendiri. At least tak payah bayar rental.  Sigh.",c
"People are working day and night to help the sick, some to find a cure for the virus, the world is facing economic crisis, and there are still the homeless, the abused,  and the long list of people that needed our help. And Malaysian artist be like,,, what??",e
@Twt_Cyberjaya Terima kasih @Twt_Cyberjaya support mi familia cafe. Doa kan kami peniaga-peniaga restaurant di cyberjaya tabah mengharungi krisis ekonomi...,m
"Semua terkurung dlm rumah masing masing... 

Selepas ini KRISIS ekonomi melanda dunia pulak tuan tuan..
.Malaysia kaya sangat ker???
Banyak sangat ker duit reserve kerajaan dari pakatan harapan.....
Najib pon xmampu bagi spt ini..
GEMBIRA ker????",c
"Begini sekali tekanan memikirkan krisis ekonomi. Mujur di Malaysia semua menteri tenang saja. 

Harga siling Face Mask masih belum turun.

Menteri makanan masih tak umum pelan keselamatan makanan.

Bantuan Prihatin akhir april. Sementara tu pandai la hidup.

Betul la #KekalTenang https://t.co/FFdZq5HLjC",c
"Pemahaman yang berbeza, life-style yang berbeza tetapi dalam satu konteks dan situasi yang sama ekonomi krisis.
Yang mana harus didahulukan?",m
Ni krisis ekonomi pun bkin takut oh 😭.,m
"Seeing this current pandemic situation and economic crisis, all my plans will probably be postponed to next year 😐",e
"@forsyo @MuhyiddinYassin @tzafrul_aziz Masa krisis ekonomi 1998 juga, faedah bank naik sampai lebih 10% sampai berderet kenderaan rakyat dirampas sebab tak mampu bayar loan",c
"@forsyo @MuhyiddinYassin @tzafrul_aziz Masa krisis ekonomi 1998, Tun M hanya menyelamatkan syarikat2 mega jer...syarikat2 kecik dia biarkan mati secara semulajadi",m
"Unprecedented time requires unprecedented measures . PM Muhyiddin said he’s facing political, economic and health crisis all at the same time . While his government may not be the one the people voted for, he needs the support of everyone to fight #COVID19 and save the economy. https://t.co/tMj26nB6X8 https://t.co/2KymYR0Qa1",e
"@mohdisyraq bantuan gomen bagi jenis one off,,kena simpan kow2 sbab krisis ekonomi ni maybe akan smpai tahun depan,,scaryy oooo",c
"Krisis Covid-19: Peranan Pendapatan Asas Sejagat Dan Skim Jaminan Kerja

Ramai golongan intelektual berbincang bahawa sistem ekonomi alternatif diperlukan untuk menampung kehidupan orang ramai pada masa krisis seperti sekarang dan juga untuk mengatasi ketidakimbangan pendapatan. https://t.co/MAGuPFH7GA",m
"@romyizrilsyairi @muimahmud PH gomen ekonomi dah elok-elok, dia kata krisis. GST punya lah bagus, dia buang. Hutang negara baik-baik RM600 bil jadi RM1 trilion. Takkan lupa?",m
"Erti kata mudah, kalau Muhyiddin didnt advocate and pushed for this major economic stimulus in this time of great crisis; 1) he will be a leader of dead people because everyone wants to go out cause they dont trust their own government to keep them safe,",c
"“this government may not be the government that you voted for. But I want all of you to know that this government cares for you. I resigned to the fact that I came in as your Prime Minister not at the best moment. I face political, economic and health crisis all at the same time”",e
"Perangsang Ekonomi 2:
People wondering did we really have the money?
The answer:
Yes we did, our reserve money was RM400 billion. And this money will only be used in this kind of situations. Bencana Alam, krisis kewangan and etc.
BUT....",c
"...I resigned to the fact that I came in as your Prime Minister not at the best moment. I face political, economic and health crisis all at the same time. This unprecedented situation of course requires unprecedented measures...",e
"Sebaknya bila dengar suara sayu PM start saying “i resigned to the fact that i came in as your prime minister not at the best moment,i face political, economic and health crisis all the same time” ya Allah semoga ada yg baik akan kau berikan kpd PM kami dan semua yg terlibat .",c
"An honest plea by YAB @MuhyiddinYassin.
Facing all Economic, Political and Health crisis at the same time. InsyaAllah we'll get through this together.
Ameeeen.
#prihatinrakyat",e
"At this current global crisis when all Malaysian working together hand in hand to endure this pandemic, not to mention the economic crisis awaits.. this type of news are not helping at all..!
Focusing on MAS ! No sense of sensitivity towards the employees. Shame on u @NST_Online https://t.co/JnAYXAmYQe",e
I hope the decision of banknegara to restructure the loan financing due to economic crisis is valid because this month I can't pay my car installment &  currently negotiating to get half price for house rent.😣I wanna leave selangor bc i'm tired paying rent,e
Antara benda yg paling aku risau bila berlaku krisis ekonomi ni adalah kes jenayah akan meningkat. Orang takde kerja takde duit dan akan buat apa saja untuk terus hidup.,m
@TSDMujeebudeen perlantikan politik AG dn KP SPRM bertambah menyakitkan hati.. rasis DAP makin ketara.. ekonomi merundum.. men kew tak habis2 pinjam sana sini..   kes2 mahkamah melibatkan pemimpin DAP.. ditarik balik.. kes Adip..  tindakan bodoh PH semasa krisis COVID19 bermula dan mcm lg ..,m
"This is unprecedented situation of crisis. Malaysia’s Covid -19 Crisis is a public health crisis first and followed by global economic crisis.

Time PH tu ada crisis ke aduhai tak faham lah https://t.co/xrxUcMb3Lp",e
"Kwsp ni selain utk simpanan hari tua, ia juga simpanan waktu kerajaan tga hadapi krisis ekonomi 😂",m
"Yeah cause they already got many problems there, they don't need another one, while Malaysia, got just economic and political crisis but too stubborn to take action just like most of the citizens. https://t.co/hm4efrt2XP",e
Jangan semak la cakap pasal ekonomi malaysia merosot. Masalahnya satu dunia tengah merosot sebab covid19 ni. Ini krisis dunia bukannya malaysia je.,m
"@Urangsabah ""Lim said it was clear that the new government was attempting to “hide their failures” in managing the economic and health crisis using such “cruel tactics”.""
👆 So predictable lah this man. Wonder if (the new) Putrajaya would sue him for defamation :)",c
"The inevitable global economic crisis will affect a lot of women but this, of course, is priority. https://t.co/VDexWY8lGN",e
Otai bisnes nasihat suruh draf strategi untuk 6 bulan ke depan. Krisis ekonomi boleh menjangkau selama 2 tahun. Be ready 😊,c
"Tingkatkan kecerdasan dan kebijaksanaan kita dalam ilmu kewangan dan mulakan langkah langkah perlindungan dalam menghadapi krisis kewangan dan ekonomi mendatang dalam kitaran 10 tahun kehadapan.

https://t.co/L6qjUd3ug1
Kita sebarkan kefahaman.",m
"“During economic crisis, those people with a lots of cash&resource can only survey during that time”.~~ advice from my superb lecture .
So let’s have more saving and less on spending.",e
"Hottest topic in my extended family whatsapp group last night was on current economic crisis.

Everyone shared that their work place is cutting down cost & start to reduce salary. Some even dismissing their staff already 😪",e
Aku je ke yg rasa krisis ekonomi setiap hari 😣 lagi2 tgh bulan https://t.co/tHyJg3HPRv,m
"I used to joke that every time I made a major move an economic meltdown followed. SF to Chicago: the dot com bust. Chicago to Dubai: sub prime crisis.
I just moved to Kuala Lumpur a week ago. #justsaying #Markets #Saudi #oilprice",e
Crash on financial markets. Dunia sedang mengalami krisis ekonomi. Salah satu punca adalah dari Covid-19. https://t.co/V2plorpDnf,m
"@bukanmasochism Hopefully. Sebenaqnya menjunam ni pun ada added value dri krisis Coronavirus ni. Mmg worldwide punya ekonomi effected, cuma kt Malaysia ni worse sbb time ni la depa dok berebut kuasa 💁🏻‍♂️🤦🏻‍♂️",c
"Kebuntuan politik Malaysia mencetuskan pelbagai kegiatan. Siapa bercakap benar? Ada banyak berita palsu.
     Krisis politik ini, perang dagang Amerika-China dan wabak Covid-19 mempengaruhi ekonomi dan kesihatan negara.",m
"Dulu: 
BR1M adalah rasuah, dedak. Tolak ""Cash is King"".

Pakej Rangsangan Ekonomi semalam:
Kami tambah RM150. 
Ada jeh follow aku tulis dedak tak habis2 hm skrg krisis politik tak ada pn dia tweet hhahaha",c
Sebelum buat taik kat Sheraton tu tak fikir pulak “krisis ekonomi”? https://t.co/zn55v1NW3Z,m
"Dan aku percaya yang Malaysia ni takkan terjual selagi Tun ada. 

Sebab dia yang banyak naikkan nama Malaysia dan berjaya pulihkan ekonomi negara waktu mengalami krisis ekonomi dulu.",m
Ramalan ahli ekonomi ada berkata krisis ekonomi disebabkan oleh covid-19 akan berakhir sekitar bulan March tetapi agak mustahil kerana saintis masih belum temui antiviral untuk menamatkan wabak ini.,m
"Terkesan betul rakyat Malaysia dengan krisis ekonomi negara sekarang. Baru je balik dari pasar malam tadi, rata-rata makanan/minuman/barang semua harga dah naik 😕",m
2020 economic crisis ? Armageddon ? End of the world ? Huhhhhh take a deep breath,e
Adakah ini pemimpin yang kita harapkan untuk menyelamatkan negara dari krisis wabak Covid-19 dan krisis ekonomi?,m
"Filem P Ramlee ‘3 Abdul’ menunjukkan  Abdul Wahab abang yg sulong adalah PM, Abdul Wahib abang yg tengah adalah DG Health. Nasihat yg diberikan oleh Abdul Wahib meleret ke krisis ekonomi yang 80% collapse. Sudahnya Abdul Wahab dijual",c
"@irwanserigar @En_Blue_Bird @istananegara @umnoonline @NajibRazak @DrZahidHamidi @Hanafiah67 @Ayahanda_MD @tokmatn9 @ZambryOfficial @ahmadmaslan Terbaik ..masa inilah pemimpin² Umno dan ahli UMNO bekerjasama bersama² rakyat utk mengatasi krisis kesihatan, ekonomi dan politik utk kesejahteraan rakyat.. InshaAllah",m
@AimanAirin2 @MuhyiddinYassin Rakyat dah tak sanggup hidup dibawah pimpinan PM TSMY dan kabinetnya yg Gagal sepenuhnya dlm melawan krisis pendemik covid-19 dan krisis ekonomi Negara,m
Selamat hari lahir Tun. Walaupun saya tidak bersetuju dgn polisi2 beliau tetapi tun merupakan idola politik saya semenjak UM. Thesis saya pun mengenai Tun dan krisis ekonomi 1998.  saya harap Tun dapat bersara dan meluangkan masa dgn keluarga. https://t.co/kilrazhATu,c
Faktor utama dari masalah KEWANGAN yang pada dasarnya dek kerana berlaku krisis POLITIK dan EKONOMI yang seterusnya menyumbang kepada kegawatan sosial!. https://t.co/zDoCgcXwhc,c
"“In a situation where the country is facing a health and economic crisis, the survival of the people is far more important than chess (games) between political parties"" Me: Agree",e
Cerita dia saya masuk FAR Capital ni sebab saya nak serious kepada property investment dimana saya dan isteri plan sewaktu awal kahwin. Ini kerana FARcap boleh bantu guide invest dengan selamat dan menguntungkan. Dengan krisis ekonomi negara kita sekarang masih ada peluang. https://t.co/1AS0k0Lxfi,c
"BN MPs will continue to support PM.

“In a situation where the country is facing a health and economic crisis, the survival of the people is far more important than political games.

“In this regard, the MPs support TS Muhyiddin to continue the agenda of defending the people.”",e
@RidzwanMahazan sokong dan antara sebab malaysia sering terselamat dgn krisis ekonomi sebab rakyat dia kuat berbelanja..cuma skrg membimbangkan skit dgn online shopping platform yang banyak promote barang dari china dan luar negara...,c
"(if you can access this article)

Looks an awful lot like what Malaysia would be like if we continue the route we're on right now. We need change. Desperately.
 https://t.co/YynnFMSslu",e
"Namun, kadar kehilangan pekerjaan juga selalunya tinggi di kawasan bandar kerana jika ada perniagaan yang gagal atau terjejas dengan keadaan ekonomi atau krisis, ianya akan menyebabkan ramai pekerja diberhentikan.",m
"Skrg kejadian bunuh diri semakin menjadi² dan kes harian covid-19 masih tidak berkurang²..
Itulah petunjuk/indicator Kerajaan ini gagal dlm menangani krisis covid-19 dan ekonomi.Cuba anda perhatikan yg mana menyaksikan kejadian ini pun agak sedih dan kecewa. #KerajaaanGagal https://t.co/ZBdbPYPU9t",m
Kawan aku ramai do grad engineering tak kerja. Yg grad chemical engineering pointer 3.5 above pun dah 2 tahun nganggur. Krisis ekonomi kita skrg ni tak sama mcm krisis tahun 98/08 dulu. Janji kau ada kerja cukup la,c
4. Membaca rayuan bantuan barangan keperluan semasa bersama MUDA mengusahakan bantuan #maribantu membuat saya pasti kita tidak akan mampu berhadapan dengan krisis ekonomi yang sedang melanda.,m
"Kena telaah, imbas balik peristiwa krisis gawat ekonomi 1997-1998.

World Bank, George Soros...",c
"Zaman krisis ekonomi ni, tahu tak benda apa paling aku risau nak dengar?

Last In First Out",c
"@AKV9021 @jimiecheng @jsadiq Sorry, just realised u as much of @KEADILAN confused as to what is the crisis. It's a #COVID19 crisis, thru to sosio-economic impact. That is the crisis #Rakyat wants resolved, not who is PM.

If ur party or @pakatanharapan_ don't understand this then more reason for #MAGERAN",e
"@AKV9021 @jimiecheng @jsadiq Pls explain? No rhetoric ya. Just walk through late 90s economic crisis, early 80s recession..

Anyone else led us well through crisis like this? 2008 we were barely touched..

This is not a political crisis, it's a health & economic one. #Rakyat lives & livelihoods at stake..",e
"Bukti ekonomi semakin tenat.

CEO Megah Holding pun terpaksa buka warung Satay #JelighaAbeMus dan turun padang buat teh tarik.

Jom belajar urus wang di kala krisis di #LiveBMW https://t.co/z1X6zPMdZ4 https://t.co/t2kV1frgwt",m
"Bila dah jadi umur pushing 40 ni kita dah tak rasa apa pasal kereta baru ke, nak beli LAPAN BUAH RUMAH BUAT SEWA KIRA KEPALA ke, tukar itu ini serba baru ke.

Tatkala krisis ekonomi dan pandemik yang sedang berlaku (gitu ayat karangan BM SPM) ni, hidup lebih aman tanpa hutang.",m
"Bersyukur sangat takda hutang selain hutang PTPTN (yang ni tujuh keturunan takkan habis bayar walaupun bayar setiap bulan. A SCAM!).

Hidup takda hutang kereta, rumah, personal loan, apa lagi? Hutang perabot kedai Courts (LOL wujud lagi ke?) rasa aman sangat masa krisis ekonomi.",c
"Ampun Tuanku (YDPA) beribu ampun.. kasihanilah rakyat jelata yg semakin parah dilanda penyakit akibat wabak... krisis ekonomi yg parah, politik yg tak stabil akibat tata kelola yg kucar- kacir... Berilah kami kepimpinan baru dgn menggantikan PM kpd Anwar Ibrahim",m
"Dear leaders. Please manage the covid 19 crisis right. Break the chain, but allow the economic & religious activities to continue with strict adhering to the sop. Stop all other social gathering like ceremonies & such. Do the right things. Give clear policies. One rule for all!",e
Kerajaan dah selamat kapal yang telah hilang laluan sebab Covid-19. Kini ramai dapat bantuan untuk menyara kehidupan harian sebab kerajaan buat tepat pada masa yang benar2 perlu di bantu. Seluroh dunia telah di alami krisis ekonomi dan hilang pendapatan. Malaysia di jaga terbaik. https://t.co/0JXTewygUE https://t.co/DxAHqc10TV,m
"PN adalah #KerajaanGagal

Ia tidak dapat tangani 3 krisis:
1⃣ Jangkitan Covid-19 yg meningkat 
2⃣ Ketidakstabilan politik yg kronik 
3⃣ Tekanan ekonomi yg semakin parah

Tandatangan petisyen 👉🏽 https://t.co/LErVA073sS

#TamatDarurat 
#KerajaanGagal https://t.co/vn4nVpkBGU",m
"Negara tengah krisis kes naik, pemimpin buat perangai dgn ekonomi macam haram, org2 ni sebok terasa orang makan depan dia. Stupid little fucks https://t.co/JJx5j6VPmL",c
"Dalam kemelesatan ekonomi, saya lebih takut menyimpan duit kertas (wang fiat) berbanding emas. 

Kalau kita masih ingat, pertama kali Tun Mahathir bercakap kepentingan menyimpan emas, ketika itu ekonomi Malaysia dalam keadaan krisis dalam tahun 1997. https://t.co/VZeFrx6BhG",m
Economic Crisis 😆,e
"@DrAhmadSamsuri @ust_alias_hamid @HajiAmzad @abdulhadiawang @ariffinderaman Alhamdulillah..semoga pelan tindakan disegerakan untuk kesejahteraan Rakyat di kala krisis pandemik dan ekonomi. In sha Allah.

Usaha sebegini memang tidak nampak di mata, tetapi akan lekat di hati pengundi.",m
"Ingatkan krisis kewangan reda selepas tahun 2019..masuk tahun 2020, ekonomi makin teruk..masuk 2021 lagi teruk..Apa kita boleh buat? Sudah bersediakah kita untuk menghadapi yang lebih teruk dihadapan hari? https://t.co/HI8kVZ5mZu",m
"Houthis wages a fierce economic war against us, imposed unfair policies against the Financial & Private Sector. These practices deepened the crisis, created illegal black markets. #StopHouthiTerrorismInYemen - nHqc  https://t.co/QZxtjLAcCV",e
Teringat dulu belajar ekonomi & buat presentation psl Venezuela. Their economic crisis has gone from bad to worse sampai currencypun tak ada nilai & went back to bartering. They could go on for days without even touching their banknotes 😕😣 https://t.co/2wpvqMymjq,c
"Pesanan ringkas pada malam ini adalah kita tengah mengalami krisis ekonomi yang sangat dahsyat. Pada siapa yang punya kerja, hargailah. Biar stress ada gaji, jangan stress tiada gaji.",c
"Beberapa MNC juga telah menutup operasinya. 

Rakyat terus dihimpit dengan krisis ekonomi dan proses vaksinasi masih belum ada sinarnya. Kadar pengangguran terus meningkat. Kerajaan Tebuk Atap masih sibuk mencari jalan untuk berkuasa walaupun jelas hilang sokongan majoriti. https://t.co/3KCLFYH7VO",m
"This time MCO it’s not about dalgona, tiktok challenge or even plato. It’s gonna be more serious economic crisis if he didn’t plan well. More companies gonna shut down , and more people gonna lost their source of income. So Ab@h please take a wise decision at least now.",e
Tengok org pakai kereta besar teringin nak tukar juga tp disebabkn krisis ekonomi akn dtg baik diam diam je,m
"Krisis ekonomi semakin besar, nilai RM jatuh dan semakin parah namun YB Menteri Kewangan @tzafrul_aziz sibuk berkempen tabur duit di Kuala Selangor. NGO2 dan Macai Politik BN sekitar Kuala Selangor tengah syiokkk!! Rakyat susah, adakah mereka kisah? #KeluargaSakau !! https://t.co/Fx1uPCXsvj",m
"Dulu minimum wage Turkiye 1800 lira now 5500-6000 lira. 

Kalau wilayah Arab, krisis ekonomi Mesir sama teruk dengan Turkiye. Mata wang pun seri 1 TRY:1 EGP tapi minimum wage Egypt tak sampai 2200 EGP. 

Gila2. https://t.co/t8KT6gUmeI",c
"Krisis Energy makin serious. Bola di kaki Russia skg, Russia dah demand untuk hentikan sekatan ekonomi. https://t.co/5bSSUILU0s",c
"Hello rakyat, tolong ikat perut berjimat cermat. Krisis ekonomi dan hutang negara lebih 1 trillion tapi rakyat harus berjimat. Menteri hidup mewah 🙌🏻 https://t.co/rDeX7PdPyP",m
"Pelik betul khutbah hari ni. Macam dalam hidup mmg ada ujian . 

Tp tak perlu rasanya nk glorify kesempitan hidup , krisis ekonomi dsb. Cara khutbah mcm nk menghalalkan perbuatan pemimpin yg seleweng ekonomi 😅😅",c
"Exactly. Bantai kerajaan macam2. Tapi BN ajak bubar parlimen tak nak. Kestabilan lah, krisis ekonomi lah. PRU aje laa. Biar rakyat decide parti mana yang patut dominan untuk urus tadbir kerajaan dengan baik. Simple. https://t.co/Yo53ZQKZWK",c
"Sudah laa PAS. Tak perlu dok canang bab krisis ekonomi laa. Barisan Menteri/T.Menteri dari PAS pun tak function dalam kerajaan. Sembang bab krisis ekonomi, apa penyelesaian? Kasi bentang laa plan YB @IrKhairilNizam . https://t.co/MRBnSedHdy",c
@fadzmel Ge bukan jawapan untuk segala isu buat masa skrg. Politicians masih boleh lompat parti dan tukar gov dalam keadaan dunia berada dalam krisis ekonomi bukan petunjuk baik untuk investors. Ph tiada peluang untuk menang GE15/16 kerana membuat kesilapan atas new rail projects Malaysia,c
"""The Poor Laws were far from a perfect system of welfare. But the fact that protecting the poorest in society has previously led to widespread economic growth is a history lesson that should not be ignored by any government during a cost-of-living crisis.""",e
Lagi maju dunia lagi byk krisis ekonomi. Sbb yg pegang tu makin byk korupsi,m
"Kisah Sri Lanka dan kenapa situasinya TIDAK PATUT dikaitkan dengan Malaysia:

1.Sri Lanka dalam krisis ekonomi kerana gagal membayar faedah hutang luar negara sebanyak $78 juta.

1/9",m
"Walaupun sibuk berkempen utk pemilihan Parti, isu ekonomi negara sangat merisaukan. Sri Lanka jadi negara muflis kerana tadbir urus yang tidak cekap dan amanah. Malaysia tidak jauh dari Sri Lanka. Kini, nilai ringgit jatuh, krisis barang makanan, harga barang naik! Hidup Mail!!",m
"Pandemic
War
Economic crisis 

The whole world has gone to shits",e
"Sorry Tun, this may be a brilliant idea in 1997, but it is a different situation in 2022. 

1. There is no economic crisis that warrants this measure. 
2. M’sia’s banking system is highly liquid. 
3. There are significant gains from MYR devaluation. https://t.co/jKHijUwlE9",e
"I'm all pro-choice babe. Oh you want to pop out the whole football them? Go for it babe good for you. But never ever should you be pressuring people to have kids, in this climate and economic crisis?? Bye gurl",e
"@IzzRaifHarz Kids be having serious existential philosophical discussion on the benefits and downside of having children during this economic, social, and climate crisis 😤😤😤",e
"We demand that Russia stop illicit grain stealing, unblock Ukrainian ports, restore freedom of navigation, and allow trade ships to pass. We urge the int'l community to strengthen economic sanctions against 🇷🇺, to avert a humanitarian disaster & the world's food security crisis",e
"Having this happen every month is not normal.

Given how important Greater KL is to the Malaysian economic vibrancy, these regular flash floods should be treated as a crisis that warrants an urgent mitigation strategy.

Now… where’s this strategy? https://t.co/rhCuBBXKWU",e
Atas dasar inilah permintaan terhadap emas meningkat bila adanya krisis dalam ekonomi kerana matawang negara terdedah kepada spekulasi dan keadaan ekonomi sesebuah negara itu sendiri.,m
"Realiti yang berlaku hari ini adalah sebaliknya. Krisis hutang di Amerika semakin tenat, inflasi yang tertinggi direkodkan. Isu Russia belum selesai, ekonomi dunia turun dan naik. Harga barang sedunia pula tidak nampak hendak turun pun.",m
"Kuasa besar sekarang ni byk krisis seperti china, russia akan effected malaysia dari segi ekonomi..malaysia ni x prepare apa2 ke..ke sebb pemimpin negara sibuk berebut kuasa,sibuk kenyang kan perut kroni2…haishh https://t.co/fCSqtR8BWj",c
"This is so true. Mama kerja bahagian loan kereta dia pun tahu. Orang2 muda sekarang bnyk angkat kereta2 mahal, honda la, merc la, etc last2 bila ada krisis ekonomi mcm skrg ni tak mampu dh nk bayar. https://t.co/oeI8LW42JM",c
"ITM ni dulu bantu orang susah. Paling tinggi yuran RM200/semester. Asrama, makan, belajar semua dah cover dalam RM200 tu.

Tapi krisis ekonomi 1997 dijadikan kesempatan untuk hapuskan sistem ni dan ganti dengan pinjaman.",m
Asyik orang politik je kebas duit rakyat. Biar lah rakyat guna duit sendiri dalam krisis ekonomi ni https://t.co/EsKIXcVAwk,m
"e) Dasar Sains Negara yang telah dilancarkan;

f) Membebaskan ekonomi Malaysia semasa krisis ekonomi sekitar 1997 hingga 1998 dengan memperkenalkan penggantungan ringgit di pasaran antarabangsa, menarik perhatian banyak negara sehingga mendapatkan nasihat beliau;",m
Klw this sem x baiki lg servis next el ection kita kempen #boikot  #anginrevolusi #undirosak #tuntut  #lawan #pilihuntuktidakmemilih,m
ok rokok dah tak boleh hisap kat kedai makan. Kita hisap kat kedai baju! #Lawan,m
teruskan #lawan supaya kite bebas dari cengkaman melayu islam https://t.co/LoqS8XXEeH,m
sebarkan anutan #yahudi  @jews terus pilih anwar jadi pm #lawan,m
"#lawan rakyat da bosan dengan pimpinan melayu islam, kami inginkan pimpinan anwar bawah lindungan yahudi. #lawantetaplawan",m
"1 Julai 2021

Kenyataan Media Sekretariat Solidariti Rakyat.

Kibarkan bendera hitam Sabtu ini.

Tuntut:
1. Muhyiddin letak jawatan
2. Parlimen dibuka segera
3. Tamat darurat

#Lawan https://t.co/TcqSbIJ3RX",m
"lari daripada kroni dan juga kuku besi 🙌🏻 

biar mati berdiri daripada hidup terus melutut 🤙🏻 

#Lawan #1PickupRM6 @ Ipd Kota Tinggi https://t.co/iH3GLsvNMz",m
Perh pagi2 ni bosan nya mengantuk macam2 lagi tapi kena kerja jugak #lawan #KitaJagaKita,m
